Date,pm2.5
2010-6-26,238
2010-6-26,224
2010-6-26,211
2010-6-26,205
2010-6-26,209
2010-6-26,205
2010-6-26,184
2010-6-26,160
2010-6-26,150
2010-6-26,160
2010-6-26,152
2010-6-26,149
2010-6-26,133
2010-6-26,115
2010-6-26,127
2010-6-26,119
2010-6-26,124
2010-6-26,102
2010-6-26,91
2010-6-27,92
2010-6-27,97
2010-6-27,100
2010-6-27,97
2010-6-27,80
2010-6-27,94
2010-6-27,121
2010-6-27,153
2010-6-27,133
2010-6-27,163
2010-6-27,153
2010-6-27,139
2010-6-27,131
2010-6-27,120
2010-6-27,118
2010-6-27,117
2010-6-27,111
2010-6-27,117
2010-6-27,116
2010-6-27,131
2010-6-27,118
2010-6-27,121
2010-6-27,112
2010-6-27,97
2010-6-28,111
2010-6-28,126
2010-6-28,151
2010-6-28,140
2010-6-28,134
2010-6-28,118
2010-6-28,124
2010-6-28,112
2010-6-28,101
2010-6-28,131
2010-6-28,137
2010-6-28,166
2010-6-28,152
2010-6-28,153
2010-6-28,164
2010-6-28,174
2010-6-28,159
2010-6-28,174
2010-6-28,189
2010-6-28,198
2010-6-28,184
2010-6-28,194
2010-6-28,200
2010-6-28,190
2010-6-29,196
2010-6-29,228
2010-6-29,199
2010-6-29,201
2010-6-29,215
2010-6-29,247
2010-6-29,249
2010-6-29,198
2010-6-29,201
2010-6-29,211
2010-6-29,181
2010-6-29,184
2010-6-29,172
2010-6-29,134
2010-6-29,153
2010-6-29,170
2010-6-29,194
2010-6-29,196
2010-6-29,175
2010-6-29,166
2010-6-29,174
2010-6-29,158
2010-6-29,153
2010-6-29,170
2010-6-30,188
2010-6-30,155
2010-6-30,158
2010-6-30,154
2010-6-30,160
2010-6-30,175
2010-6-30,172
2010-6-30,197
2010-6-30,205
2010-6-30,195
2010-6-30,164
2010-6-30,159
2010-6-30,156
2010-6-30,162
2010-6-30,152
2010-6-30,150
2010-6-30,159
2010-6-30,154
2010-6-30,174
2010-6-30,184
2010-6-30,230
2010-6-30,235
2010-6-30,203
2010-6-30,219
2010-7-1,209
2010-7-1,198
2010-7-1,203
2010-7-1,241
2010-7-1,239
2010-7-1,225
2010-7-1,204
2010-7-1,163
2010-7-1,174
2010-7-1,154
2010-7-1,150
2010-7-1,126
2010-7-1,121
2010-7-1,124
2010-7-1,121
2010-7-1,92
2010-7-1,38
2010-7-1,28
2010-7-1,46
2010-7-1,32
2010-7-1,40
2010-7-1,36
2010-7-1,27
2010-7-1,37
2010-7-2,46
2010-7-2,43
2010-7-2,37
2010-7-2,40
2010-7-2,45
2010-7-2,17
2010-7-2,11
2010-7-2,17
2010-7-2,20
2010-7-2,29
2010-7-2,34
2010-7-2,40
2010-7-2,23
2010-7-2,17
2010-7-2,14
2010-7-2,12
2010-7-2,13
2010-7-2,14
2010-7-2,15
2010-7-2,31
2010-7-2,34
2010-7-2,35
2010-7-2,33
2010-7-2,41
2010-7-3,34
2010-7-3,43
2010-7-3,54
2010-7-3,73
2010-7-3,94
2010-7-3,90
2010-7-3,55
2010-7-3,50
2010-7-3,73
2010-7-3,77
2010-7-3,89
2010-7-3,93
2010-7-3,100
2010-7-3,95
2010-7-3,88
2010-7-3,85
2010-7-3,68
2010-7-3,72
2010-7-3,57
2010-7-3,48
2010-7-3,37
2010-7-3,67
2010-7-3,54
2010-7-3,59
2010-7-4,79
2010-7-4,94
2010-7-4,127
2010-7-4,153
2010-7-4,168
2010-7-4,161
2010-7-4,145
2010-7-4,127
2010-7-4,119
2010-7-4,103
2010-7-4,100
2010-7-4,78
2010-7-4,77
2010-7-4,58
2010-7-4,47
2010-7-4,43
2010-7-4,66
2010-7-4,56
2010-7-4,51
2010-7-4,60
2010-7-4,61
2010-7-4,66
2010-7-4,77
2010-7-4,87
2010-7-5,105
2010-7-5,117
2010-7-5,122
2010-7-5,132
2010-7-5,114
2010-7-5,104
2010-7-5,78
2010-7-5,59
2010-7-5,35
2010-7-5,31
2010-7-5,15
2010-7-5,15
2010-7-5,13
2010-7-5,11
2010-7-5,8
2010-7-5,10
2010-7-5,13
2010-7-5,12
2010-7-5,9
2010-7-5,21
2010-7-5,20
2010-7-5,34
2010-7-5,32
2010-7-5,44
2010-7-6,62
2010-7-6,34
2010-7-6,24
2010-7-6,25
2010-7-6,28
2010-7-6,28
2010-7-6,24
2010-7-6,22
2010-7-6,21
2010-7-6,27
2010-7-6,19
2010-7-6,4
2010-7-6,2
2010-7-6,3
2010-7-6,9
2010-7-6,7
2010-7-6,21
2010-7-6,23
2010-7-6,17
2010-7-6,25
2010-7-6,36
2010-7-6,50
2010-7-6,44
2010-7-6,59
2010-7-7,47
2010-7-7,24
2010-7-7,29
2010-7-7,35
2010-7-7,45
2010-7-7,52
2010-7-7,46
2010-7-7,46
2010-7-7,49
2010-7-7,39
2010-7-7,54
2010-7-7,57
2010-7-7,59
2010-7-7,69
2010-7-7,79
2010-7-7,79
2010-7-7,61
2010-7-7,65
2010-7-7,68
2010-7-7,76
2010-7-7,79
2010-7-7,80
2010-7-7,67
2010-7-7,61
2010-7-8,52
2010-7-8,55
2010-7-8,45
2010-7-8,50
2010-7-8,52
2010-7-8,52
2010-7-8,46
2010-7-8,63
2010-7-8,74
2010-7-8,77
2010-7-8,71
2010-7-8,49
2010-7-8,31
2010-7-8,28
2010-7-8,21
2010-7-8,21
2010-7-8,14
2010-7-8,23
2010-7-8,31
2010-7-8,32
2010-7-8,32
2010-7-8,33
2010-7-8,70
2010-7-8,73
2010-7-9,69
2010-7-9,86
2010-7-9,81
2010-7-9,67
2010-7-9,69
2010-7-9,69
2010-7-9,79
2010-7-9,84
2010-7-9,79
2010-7-9,86
2010-7-9,96
2010-7-9,90
2010-7-9,90
2010-7-9,97
2010-7-9,112
2010-7-9,119
2010-7-9,123
2010-7-9,105
2010-7-9,70
2010-7-9,83
2010-7-9,91
2010-7-9,91
2010-7-9,74
2010-7-9,58
2010-7-10,31
2010-7-10,40
2010-7-10,43
2010-7-10,68
2010-7-10,73
2010-7-10,88
2010-7-10,108
2010-7-10,106
2010-7-10,98
2010-7-10,84
2010-7-10,79
2010-7-10,83
2010-7-10,100
2010-7-10,116
2010-7-10,117
2010-7-10,92
2010-7-10,72
2010-7-10,83
2010-7-10,88
2010-7-10,77
2010-7-10,72
2010-7-10,80
2010-7-10,71
2010-7-10,72
2010-7-11,77
2010-7-11,99
2010-7-11,107
2010-7-11,107
2010-7-11,110
2010-7-11,110
2010-7-11,130
2010-7-11,165
2010-7-11,168
2010-7-11,155
2010-7-11,181
2010-7-11,164
2010-7-11,154
2010-7-11,178
2010-7-11,193
2010-7-11,186
2010-7-11,192
2010-7-11,223
2010-7-11,220
2010-7-11,193
2010-7-11,231
2010-7-11,219
2010-7-11,211
2010-7-11,161
2010-7-12,164
2010-7-12,60
2010-7-12,42
2010-7-12,45
2010-7-12,45
2010-7-12,49
2010-7-12,87
2010-7-12,92
2010-7-12,69
2010-7-12,83
2010-7-12,86
2010-7-12,111
2010-7-12,100
2010-7-12,104
2010-7-12,188
2010-7-12,122
2010-7-12,155
2010-7-12,184
2010-7-12,181
2010-7-12,211
2010-7-12,181
2010-7-12,185
2010-7-12,186
2010-7-12,173
2010-7-13,189
2010-7-13,148
2010-7-13,145
2010-7-13,206
2010-7-13,107
2010-7-13,62
2010-7-13,51
2010-7-13,58
2010-7-13,61
2010-7-13,72
2010-7-13,85
2010-7-13,105
2010-7-13,84
2010-7-13,92
2010-7-13,99
2010-7-13,96
2010-7-13,107
2010-7-13,110
2010-7-13,114
2010-7-13,121
2010-7-13,110
2010-7-13,99
2010-7-13,117
2010-7-13,112
2010-7-14,122
2010-7-14,139
2010-7-14,141
2010-7-14,111
2010-7-14,120
2010-7-14,103
2010-7-14,118
2010-7-14,118
2010-7-14,124
2010-7-14,120
2010-7-14,134
2010-7-14,143
2010-7-14,161
2010-7-14,116
2010-7-14,95
2010-7-14,131
2010-7-14,105
2010-7-14,102
2010-7-14,118
2010-7-14,130
2010-7-14,150
2010-7-14,167
2010-7-14,174
2010-7-14,161
2010-7-15,168
2010-7-15,176
2010-7-15,152
2010-7-15,126
2010-7-15,162
2010-7-15,141
2010-7-15,167
2010-7-15,163
2010-7-15,175
2010-7-15,208
2010-7-15,216
2010-7-15,193
2010-7-15,167
2010-7-15,193
2010-7-15,196
2010-7-15,172
2010-7-15,211
2010-7-15,183
2010-7-15,220
2010-7-15,262
2010-7-15,235
2010-7-15,286
2010-7-15,264
2010-7-15,266
2010-7-16,213
2010-7-16,196
2010-7-16,185
2010-7-16,199
2010-7-16,225
2010-7-16,231
2010-7-16,209
2010-7-16,231
2010-7-16,259
2010-7-16,310
2010-7-16,304
2010-7-16,290
2010-7-16,283
2010-7-16,212
2010-7-16,185
2010-7-16,195
2010-7-16,188
2010-7-16,169
2010-7-16,178
2010-7-16,161
2010-7-16,139
2010-7-16,116
2010-7-16,127
2010-7-16,61
2010-7-17,50
2010-7-17,57
2010-7-17,55
2010-7-17,47
2010-7-17,53
2010-7-17,68
2010-7-17,60
2010-7-17,73
2010-7-17,100
2010-7-17,196
2010-7-17,154
2010-7-17,172
2010-7-17,186
2010-7-17,176
2010-7-17,177
2010-7-17,120
2010-7-17,98
2010-7-17,90
2010-7-17,91
2010-7-17,130
2010-7-17,111
2010-7-17,143
2010-7-17,145
2010-7-17,176
2010-7-18,219
2010-7-18,245
2010-7-18,267
2010-7-18,203
2010-7-18,140
2010-7-18,164
2010-7-18,122
2010-7-18,98
2010-7-18,83
2010-7-18,123
2010-7-18,167
2010-7-18,153
2010-7-18,149
2010-7-18,140
2010-7-18,158
2010-7-18,122
2010-7-18,113
2010-7-18,164
2010-7-18,177
2010-7-18,165
2010-7-18,148
2010-7-18,142
2010-7-18,142
2010-7-18,141
2010-7-19,147
2010-7-19,161
2010-7-19,188
2010-7-19,227
2010-7-19,236
2010-7-19,275
2010-7-19,258
2010-7-19,250
2010-7-19,241
2010-7-19,232
2010-7-19,246
2010-7-19,263
2010-7-19,270
2010-7-19,286
2010-7-19,212
2010-7-19,75
2010-7-19,78
2010-7-19,76
2010-7-19,47
2010-7-19,56
2010-7-19,55
2010-7-19,63
2010-7-19,36
2010-7-19,50
2010-7-20,63
2010-7-20,60
2010-7-20,53
2010-7-20,54
2010-7-20,58
2010-7-20,46
2010-7-20,49
2010-7-20,35
2010-7-20,43
2010-7-20,35
2010-7-20,46
2010-7-20,34
2010-7-20,34
2010-7-20,27
2010-7-20,34
2010-7-20,47
2010-7-20,45
2010-7-20,36
2010-7-20,40
2010-7-20,31
2010-7-20,39
2010-7-20,44
2010-7-20,49
2010-7-20,34
2010-7-21,47
2010-7-21,77
2010-7-21,75
2010-7-21,109
2010-7-21,101
2010-7-21,92
2010-7-21,99
2010-7-21,88
2010-7-21,96
2010-7-21,81
2010-7-21,70
2010-7-21,59
2010-7-21,60
2010-7-21,54
2010-7-21,47
2010-7-21,54
2010-7-21,42
2010-7-21,53
2010-7-21,51
2010-7-21,62
2010-7-21,70
2010-7-21,70
2010-7-21,79
2010-7-21,64
2010-7-22,67
2010-7-22,73
2010-7-22,91
2010-7-22,121
2010-7-22,147
2010-7-22,202
2010-7-22,209
2010-7-22,227
2010-7-22,227
2010-7-22,202
2010-7-22,197
2010-7-22,202
2010-7-22,206
2010-7-22,201
2010-7-22,153
2010-7-22,130
2010-7-22,130
2010-7-22,137
2010-7-22,139
2010-7-22,153
2010-7-22,194
2010-7-22,176
2010-7-22,170
2010-7-22,169
2010-7-23,189
2010-7-23,207
2010-7-23,202
2010-7-23,172
2010-7-23,247
2010-7-23,233
2010-7-23,227
2010-7-23,255
2010-7-23,245
2010-7-23,222
2010-7-23,226
2010-7-23,239
2010-7-23,201
2010-7-23,154
2010-7-23,144
2010-7-23,122
2010-7-23,132
2010-7-23,114
2010-7-23,102
2010-7-23,110
2010-7-23,117
2010-7-23,99
2010-7-23,101
2010-7-23,105
2010-7-24,84
2010-7-24,84
2010-7-24,85
2010-7-24,101
2010-7-24,105
2010-7-24,114
2010-7-24,116
2010-7-24,118
2010-7-24,114
2010-7-24,125
2010-7-24,104
2010-7-24,85
2010-7-24,88
2010-7-24,82
2010-7-24,77
2010-7-24,71
2010-7-24,77
2010-7-24,60
2010-7-24,64
2010-7-24,71
2010-7-24,81
2010-7-24,96
2010-7-24,111
2010-7-24,145
2010-7-25,165
2010-7-25,196
2010-7-25,211
2010-7-25,204
2010-7-25,201
2010-7-25,201
2010-7-25,201
2010-7-25,204
2010-7-25,228
2010-7-25,231
2010-7-25,199
2010-7-25,201
2010-7-25,137
2010-7-25,113
2010-7-25,106
2010-7-25,96
2010-7-25,111
2010-7-25,118
2010-7-25,128
2010-7-25,125
2010-7-25,131
2010-7-25,138
2010-7-25,150
2010-7-25,146
2010-7-26,161
2010-7-26,159
2010-7-26,173
2010-7-26,186
2010-7-26,204
2010-7-26,211
2010-7-26,225
2010-7-26,215
2010-7-26,227
2010-7-26,244
2010-7-26,251
2010-7-26,245
2010-7-26,249
2010-7-26,234
2010-7-26,262
2010-7-26,269
2010-7-26,240
2010-7-26,194
2010-7-26,174
2010-7-26,202
2010-7-26,196
2010-7-26,171
2010-7-26,195
2010-7-26,174
2010-7-27,178
2010-7-27,193
2010-7-27,196
2010-7-27,220
2010-7-27,208
2010-7-27,225
2010-7-27,224
2010-7-27,243
2010-7-27,230
2010-7-27,210
2010-7-27,201
2010-7-27,199
2010-7-27,176
2010-7-27,192
2010-7-27,189
2010-7-27,173
2010-7-27,171
2010-7-27,161
2010-7-27,148
2010-7-27,140
2010-7-27,130
2010-7-27,126
2010-7-27,139
2010-7-27,138
2010-7-28,152
2010-7-28,150
2010-7-28,157
2010-7-28,147
2010-7-28,154
2010-7-28,185
2010-7-28,189
2010-7-28,198
2010-7-28,179
2010-7-28,180
2010-7-28,180
2010-7-28,178
2010-7-28,181
2010-7-28,177
2010-7-28,165
2010-7-28,198
2010-7-28,193
2010-7-28,183
2010-7-28,189
2010-7-28,184
2010-7-28,194
2010-7-28,169
2010-7-28,172
2010-7-28,188
2010-7-29,159
2010-7-29,151
2010-7-29,149
2010-7-29,151
2010-7-29,131
2010-7-29,142
2010-7-29,149
2010-7-29,155
2010-7-29,156
2010-7-29,169
2010-7-29,171
2010-7-29,192
2010-7-29,215
2010-7-29,204
2010-7-29,178
2010-7-29,197
2010-7-29,210
2010-7-29,244
2010-7-29,278
2010-7-29,257
2010-7-29,277
2010-7-29,276
2010-7-29,246
2010-7-29,285
2010-7-30,246
2010-7-30,230
2010-7-30,224
2010-7-30,210
2010-7-30,216
2010-7-30,199
2010-7-30,179
2010-7-30,190
2010-7-30,206
2010-7-30,215
2010-7-30,204
2010-7-30,229
2010-7-30,219
2010-7-30,227
2010-7-30,192
2010-7-30,240
2010-7-30,280
2010-7-30,302
2010-7-30,267
2010-7-30,205
2010-7-30,188
2010-7-30,165
2010-7-30,170
2010-7-30,155
2010-7-31,185
2010-7-31,201
2010-7-31,197
2010-7-31,201
2010-7-31,208
2010-7-31,242
2010-7-31,259
2010-7-31,234
2010-7-31,248
2010-7-31,281
2010-7-31,306
2010-7-31,182
2010-7-31,46
2010-7-31,22
2010-7-31,22
2010-7-31,20
2010-7-31,21
2010-7-31,18
2010-7-31,18
2010-7-31,13
2010-7-31,13
2010-7-31,13
2010-7-31,30
2010-7-31,34
2010-8-1,44
2010-8-1,22
2010-8-1,35
2010-8-1,53
2010-8-1,46
2010-8-1,48
2010-8-1,33
2010-8-1,45
2010-8-1,53
2010-8-1,57
2010-8-1,66
2010-8-1,45
2010-8-1,47
2010-8-1,49
2010-8-1,27
2010-8-1,30
2010-8-1,26
2010-8-1,22
2010-8-1,25
2010-8-1,28
2010-8-1,23
2010-8-1,37
2010-8-1,66
2010-8-1,70
2010-8-2,85
2010-8-2,105
2010-8-2,78
2010-8-2,64
2010-8-2,38
2010-8-2,41
2010-8-2,91
2010-8-2,90
2010-8-2,100
2010-8-2,114
2010-8-2,117
2010-8-2,90
2010-8-2,100
2010-8-2,71
2010-8-2,65
2010-8-2,44
2010-8-2,36
2010-8-2,29
2010-8-2,38
2010-8-2,41
2010-8-2,48
2010-8-2,50
2010-8-2,52
2010-8-2,64
2010-8-3,74
2010-8-3,71
2010-8-3,83
2010-8-3,94
2010-8-3,85
2010-8-3,96
2010-8-3,154
2010-8-3,121
2010-8-3,142
2010-8-3,179
2010-8-3,184
2010-8-3,166
2010-8-3,163
2010-8-3,144
2010-8-3,139
2010-8-3,161
2010-8-3,165
2010-8-3,174
2010-8-3,195
2010-8-3,176
2010-8-3,171
2010-8-3,174
2010-8-3,199
2010-8-3,198
2010-8-4,198
2010-8-4,202
2010-8-4,199
2010-8-4,202
2010-8-4,178
2010-8-4,203
2010-8-4,178
2010-8-4,155
2010-8-4,159
2010-8-4,170
2010-8-4,205
2010-8-4,202
2010-8-4,137
2010-8-4,86
2010-8-4,69
2010-8-4,35
2010-8-4,35
2010-8-4,41
2010-8-4,33
2010-8-4,36
2010-8-4,38
2010-8-4,41
2010-8-4,37
2010-8-4,43
2010-8-5,45
2010-8-5,36
2010-8-5,28
2010-8-5,19
2010-8-5,31
2010-8-5,35
2010-8-5,32
2010-8-5,28
2010-8-5,33
2010-8-5,24
2010-8-5,23
2010-8-5,15
2010-8-5,13
2010-8-5,30
2010-8-5,11
2010-8-5,13
2010-8-5,16
2010-8-5,24
2010-8-5,20
2010-8-5,9
2010-8-5,18
2010-8-5,12
2010-8-5,12
2010-8-5,11
2010-8-6,11
2010-8-6,12
2010-8-6,10
2010-8-6,15
2010-8-6,16
2010-8-6,14
2010-8-6,13
2010-8-6,25
2010-8-6,21
2010-8-6,23
2010-8-6,16
2010-8-6,12
2010-8-6,10
2010-8-6,11
2010-8-6,18
2010-8-6,18
2010-8-6,16
2010-8-6,20
2010-8-6,19
2010-8-6,18
2010-8-6,27
2010-8-6,46
2010-8-6,38
2010-8-6,48
2010-8-7,62
2010-8-7,65
2010-8-7,78
2010-8-7,85
2010-8-7,76
2010-8-7,79
2010-8-7,92
2010-8-7,105
2010-8-7,90
2010-8-7,108
2010-8-7,105
2010-8-7,106
2010-8-7,106
2010-8-7,107
2010-8-7,119
2010-8-7,108
2010-8-7,101
2010-8-7,91
2010-8-7,38
2010-8-7,39
2010-8-7,42
2010-8-7,39
2010-8-7,38
2010-8-7,38
2010-8-8,45
2010-8-8,40
2010-8-8,44
2010-8-8,44
2010-8-8,55
2010-8-8,62
2010-8-8,63
2010-8-8,56
2010-8-8,68
2010-8-8,57
2010-8-8,71
2010-8-8,66
2010-8-8,75
2010-8-8,81
2010-8-8,98
2010-8-8,114
2010-8-8,119
2010-8-8,125
2010-8-8,115
2010-8-8,124
2010-8-8,141
2010-8-8,157
2010-8-8,187
2010-8-8,221
2010-8-9,221
2010-8-9,221
2010-8-9,218
2010-8-9,231
2010-8-9,231
2010-8-9,231
2010-8-9,208
2010-8-9,211
2010-8-9,255
2010-8-9,258
2010-8-9,246
2010-8-9,239
2010-8-9,207
2010-8-9,224
2010-8-9,245
2010-8-9,221
2010-8-9,208
2010-8-9,209
2010-8-9,224
2010-8-9,270
2010-8-9,271
2010-8-9,297
2010-8-9,275
2010-8-9,295
2010-8-10,336
2010-8-10,360
2010-8-10,263
2010-8-10,271
2010-8-10,284
2010-8-10,145
2010-8-10,123
2010-8-10,65
2010-8-10,32
2010-8-10,34
2010-8-10,45
2010-8-10,17
2010-8-10,40
2010-8-10,60
2010-8-10,83
2010-8-10,110
2010-8-10,121
2010-8-10,155
2010-8-10,168
2010-8-10,154
2010-8-10,160
2010-8-10,175
2010-8-10,172
2010-8-10,183
2010-8-11,182
2010-8-11,194
2010-8-11,132
2010-8-11,141
2010-8-11,122
2010-8-11,101
2010-8-11,100
2010-8-11,92
2010-8-11,94
2010-8-11,120
2010-8-11,166
2010-8-11,223
2010-8-11,181
2010-8-11,128
2010-8-11,117
2010-8-11,97
2010-8-11,96
2010-8-11,79
2010-8-11,61
2010-8-11,66
2010-8-11,69
2010-8-11,76
2010-8-11,81
2010-8-11,70
2010-8-12,83
2010-8-12,81
2010-8-12,74
2010-8-12,70
2010-8-12,74
2010-8-12,94
2010-8-12,111
2010-8-12,115
2010-8-12,117
2010-8-12,110
2010-8-12,96
2010-8-12,93
2010-8-12,113
2010-8-12,111
2010-8-12,115
2010-8-12,105
2010-8-12,94
2010-8-12,99
2010-8-12,71
2010-8-12,53
2010-8-12,47
2010-8-12,83
2010-8-12,96
2010-8-12,111
2010-8-13,100
2010-8-13,84
2010-8-13,88
2010-8-13,79
2010-8-13,75
2010-8-13,88
2010-8-13,87
2010-8-13,96
2010-8-13,96
2010-8-13,132
2010-8-13,141
2010-8-13,174
2010-8-13,167
2010-8-13,184
2010-8-13,194
2010-8-13,190
2010-8-13,146
2010-8-13,183
2010-8-13,157
2010-8-13,144
2010-8-13,0
2010-8-13,0
2010-8-13,0
2010-8-13,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-14,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-15,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,0
2010-8-16,112
2010-8-16,68
2010-8-16,45
2010-8-16,69
2010-8-16,68
2010-8-16,92
2010-8-16,79
2010-8-16,68
2010-8-17,76
2010-8-17,81
2010-8-17,97
2010-8-17,114
2010-8-17,140
2010-8-17,158
2010-8-17,158
2010-8-17,182
2010-8-17,166
2010-8-17,188
2010-8-17,194
2010-8-17,174
2010-8-17,173
2010-8-17,121
2010-8-17,125
2010-8-17,122
2010-8-17,118
2010-8-17,123
2010-8-17,127
2010-8-17,152
2010-8-17,144
2010-8-17,145
2010-8-17,156
2010-8-17,171
2010-8-18,199
2010-8-18,249
2010-8-18,300
2010-8-18,285
2010-8-18,281
2010-8-18,318
2010-8-18,326
2010-8-18,337
2010-8-18,312
2010-8-18,311
2010-8-18,291
2010-8-18,230
2010-8-18,246
2010-8-18,309
2010-8-18,283
2010-8-18,237
2010-8-18,164
2010-8-18,140
2010-8-18,140
2010-8-18,152
2010-8-18,173
2010-8-18,136
2010-8-18,90
2010-8-18,103
2010-8-19,104
2010-8-19,106
2010-8-19,89
2010-8-19,85
2010-8-19,84
2010-8-19,88
2010-8-19,97
2010-8-19,102
2010-8-19,93
2010-8-19,102
2010-8-19,100
2010-8-19,100
2010-8-19,78
2010-8-19,75
2010-8-19,93
2010-8-19,123
2010-8-19,124
2010-8-19,116
2010-8-19,129
2010-8-19,121
2010-8-19,134
2010-8-19,137
2010-8-19,154
2010-8-19,210
2010-8-20,195
2010-8-20,154
2010-8-20,152
2010-8-20,164
2010-8-20,165
2010-8-20,126
2010-8-20,121
2010-8-20,132
2010-8-20,119
2010-8-20,88
2010-8-20,79
2010-8-20,65
2010-8-20,63
2010-8-20,79
2010-8-20,93
2010-8-20,116
2010-8-20,146
2010-8-20,138
2010-8-20,144
2010-8-20,151
2010-8-20,132
2010-8-20,113
2010-8-20,63
2010-8-20,64
2010-8-21,45
2010-8-21,62
2010-8-21,60
2010-8-21,39
2010-8-21,47
2010-8-21,45
2010-8-21,52
2010-8-21,52
2010-8-21,53
2010-8-21,50
2010-8-21,35
2010-8-21,46
2010-8-21,51
2010-8-21,38
2010-8-21,34
2010-8-21,44
2010-8-21,19
2010-8-21,21
2010-8-21,12
2010-8-21,26
2010-8-21,46
2010-8-21,29
2010-8-21,13
2010-8-21,9
2010-8-22,9
2010-8-22,9
2010-8-22,17
2010-8-22,4
2010-8-22,8
2010-8-22,15
2010-8-22,23
2010-8-22,11
2010-8-22,23
2010-8-22,32
2010-8-22,30
2010-8-22,12
2010-8-22,11
2010-8-22,17
2010-8-22,18
2010-8-22,21
2010-8-22,15
2010-8-22,11
2010-8-22,24
2010-8-22,38
2010-8-22,45
2010-8-22,44
2010-8-22,48
2010-8-22,42
2010-8-23,49
2010-8-23,61
2010-8-23,57
2010-8-23,56
2010-8-23,61
2010-8-23,64
2010-8-23,83
2010-8-23,82
2010-8-23,76
2010-8-23,61
2010-8-23,66
2010-8-23,62
2010-8-23,70
2010-8-23,63
2010-8-23,57
2010-8-23,65
2010-8-23,84
2010-8-23,76
2010-8-23,59
2010-8-23,70
2010-8-23,108
2010-8-23,149
2010-8-23,169
2010-8-23,157
2010-8-24,186
2010-8-24,166
2010-8-24,173
2010-8-24,178
2010-8-24,190
2010-8-24,211
2010-8-24,177
2010-8-24,182
2010-8-24,159
2010-8-24,181
2010-8-24,169
2010-8-24,157
2010-8-24,202
2010-8-24,186
2010-8-24,127
2010-8-24,117
2010-8-24,87
2010-8-24,70
2010-8-24,60
2010-8-24,34
2010-8-24,34
2010-8-24,47
2010-8-24,45
2010-8-24,39
2010-8-25,61
2010-8-25,72
2010-8-25,73
2010-8-25,77
2010-8-25,69
2010-8-25,83
2010-8-25,76
2010-8-25,93
2010-8-25,97
2010-8-25,100
2010-8-25,74
2010-8-25,81
2010-8-25,77
2010-8-25,82
2010-8-25,75
2010-8-25,97
2010-8-25,73
2010-8-25,71
2010-8-25,70
2010-8-25,81
2010-8-25,90
2010-8-25,132
2010-8-25,184
2010-8-25,115
2010-8-26,122
2010-8-26,124
2010-8-26,133
2010-8-26,98
2010-8-26,70
2010-8-26,62
2010-8-26,81
2010-8-26,81
2010-8-26,71
2010-8-26,57
2010-8-26,60
2010-8-26,44
2010-8-26,42
2010-8-26,31
2010-8-26,41
2010-8-26,27
2010-8-26,33
2010-8-26,35
2010-8-26,45
2010-8-26,102
2010-8-26,101
2010-8-26,26
2010-8-26,22
2010-8-26,25
2010-8-27,33
2010-8-27,33
2010-8-27,36
2010-8-27,33
2010-8-27,43
2010-8-27,46
2010-8-27,35
2010-8-27,42
2010-8-27,64
2010-8-27,41
2010-8-27,40
2010-8-27,46
2010-8-27,35
2010-8-27,26
2010-8-27,31
2010-8-27,24
2010-8-27,17
2010-8-27,26
2010-8-27,30
2010-8-27,42
2010-8-27,59
2010-8-27,66
2010-8-27,54
2010-8-27,44
2010-8-28,44
2010-8-28,94
2010-8-28,127
2010-8-28,48
2010-8-28,69
2010-8-28,73
2010-8-28,51
2010-8-28,33
2010-8-28,47
2010-8-28,24
2010-8-28,37
2010-8-28,20
2010-8-28,24
2010-8-28,17
2010-8-28,22
2010-8-28,16
2010-8-28,11
2010-8-28,35
2010-8-28,42
2010-8-28,44
2010-8-28,55
2010-8-28,49
2010-8-28,65
2010-8-28,97
2010-8-29,132
2010-8-29,110
2010-8-29,136
2010-8-29,168
2010-8-29,157
2010-8-29,191
2010-8-29,160
2010-8-29,195
2010-8-29,135
2010-8-29,121
2010-8-29,102
2010-8-29,82
2010-8-29,98
2010-8-29,110
2010-8-29,138
2010-8-29,79
2010-8-29,60
2010-8-29,54
2010-8-29,62
2010-8-29,91
2010-8-29,99
2010-8-29,93
2010-8-29,88
